Lat,Lon,Time Range,Vessel IDs,Apparent Fishing Hours
26.100000,54.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,30.58
25.700000,54.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",28,396.81
28.800000,48.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,1.55
28.900000,50.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",13,121.22
27.900000,50.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",31,404.88
28.300000,51.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",15,325.08
28.100000,50.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",17,248.33
26.600000,52.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,260.69
24.800000,53.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.11
26.300000,55.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",18,187.89
25.800000,54.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",19,300.58
24.800000,54.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,99.96
27.200000,52.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,167.46
28.100000,51.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,112.57
29.000000,50.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",11,112.03
26.200000,50.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",21,768.94
26.000000,54.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,91.55
26.100000,52.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",12,126.46
26.300000,50.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,272.66
25.200000,51.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",11,323.19
27.500000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",28,534.46
25.200000,51.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,344.66
26.000000,53.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",22,440.03
26.000000,54.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",16,147.70
24.300000,51.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,11.09
26.900000,51.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,92.19
24.900000,52.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,72.33
26.100000,53.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",19,238.61
26.200000,52.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",11,106.97
25.500000,52.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",12,51.28
25.000000,53.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,4.87
24.900000,54.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,162.06
27.900000,50.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",20,347.76
27.100000,51.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",15,262.98
29.200000,49.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,17.55
24.600000,54.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,16.80
25.700000,52.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,697.08
27.700000,52.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,40.73
26.000000,52.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",26,333.52
29.500000,50.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,3.16
27.200000,51.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",27,224.42
27.200000,51.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,64.46
28.200000,49.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",38,1063.95
28.200000,51.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,171.58
28.100000,48.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",31,666.13
26.000000,53.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",20,249.89
25.600000,54.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,49.26
28.000000,50.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",17,118.12
26.900000,49.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",20,41.48
26.300000,51.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",11,303.46
25.900000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,490.05
26.300000,52.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",21,202.74
25.500000,52.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,133.72
25.600000,53.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",18,190.01
26.600000,54.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,52.15
26.300000,54.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",29,835.68
26.500000,55.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,158.77
26.000000,55.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,1.26
24.200000,53.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",11,501.98
24.100000,53.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",10,143.56
27.200000,56.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,122.37
28.000000,48.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",12,166.16
27.800000,49.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",172,2392.34
24.000000,52.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,406.58
26.300000,53.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",24,213.34
24.800000,54.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",10,271.60
25.000000,52.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,27.52
28.800000,49.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,17.51
28.800000,50.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",15,140.48
28.100000,50.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",20,285.16
27.300000,51.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",15,180.79
26.700000,51.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",21,356.36
26.800000,51.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",15,1016.46
26.300000,53.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",21,260.76
25.700000,52.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",18,302.30
25.800000,53.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",37,877.26
25.700000,53.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",22,123.67
25.500000,53.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,22.35
25.000000,52.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,18.57
26.900000,52.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,14.67
26.700000,52.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,270.29
25.500000,52.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",11,161.68
25.400000,52.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",15,231.60
26.600000,53.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,21.74
29.400000,50.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,7.99
25.000000,51.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,3.08
26.400000,50.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.50
27.300000,49.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",37,96.18
27.100000,52.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,36.55
25.600000,54.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,4.83
26.700000,53.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",15,122.27
27.000000,51.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,169.17
26.900000,56.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.04
24.900000,51.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,158.28
25.600000,53.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,69.41
25.500000,51.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,3.02
27.400000,51.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",21,241.75
27.700000,52.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,17.28
24.700000,54.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,2.82
27.300000,51.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",12,61.31
29.000000,50.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",13,201.10
29.500000,49.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,49.68
28.500000,50.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,157.49
29.100000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,1.93
24.400000,52.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.16
25.300000,52.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,5.29
28.700000,50.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,68.38
26.900000,50.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",82,12899.71
26.400000,51.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,121.60
26.300000,51.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,74.59
26.500000,53.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",15,122.47
25.300000,51.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,45.64
25.400000,51.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",10,161.54
25.100000,52.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,20.96
26.400000,55.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",13,252.28
29.700000,48.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,16.33
29.500000,49.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,49.75
29.800000,49.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.16
28.700000,49.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,1.83
28.300000,50.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",19,142.06
27.900000,50.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",16,122.07
27.300000,49.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,1.53
25.700000,54.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",18,371.09
25.100000,54.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,1356.87
24.200000,53.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,28.63
24.400000,53.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.06
26.000000,50.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",18,207.67
24.800000,52.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,119.94
28.900000,50.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",13,68.71
28.600000,50.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,214.19
27.200000,51.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",18,224.38
27.500000,51.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",17,299.69
25.400000,51.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,17.49
25.600000,54.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,215.55
27.500000,50.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",17,308.39
26.500000,53.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,64.60
26.300000,52.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,206.86
29.000000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,58.19
28.300000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",18,199.90
27.200000,50.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",19,247.17
27.400000,50.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",34,556.88
26.700000,56.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,22.09
26.500000,51.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",12,162.51
24.400000,51.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,281.30
26.300000,50.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,178.49
27.100000,56.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,11.67
26.900000,52.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",10,184.68
25.600000,52.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",15,92.77
24.500000,51.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,50.80
26.500000,53.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",16,195.70
27.500000,52.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,20.09
28.800000,50.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,3.20
27.700000,51.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",10,201.90
27.200000,51.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",12,119.64
25.700000,50.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,23.39
24.500000,53.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,31.87
26.800000,53.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,27.20
26.400000,54.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",28,372.66
28.900000,49.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,81.91
28.800000,49.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,75.43
26.000000,55.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,8.58
27.900000,50.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",22,392.94
28.200000,51.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,3.08
27.100000,51.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,115.18
26.600000,51.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,390.02
26.700000,52.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,14.19
26.400000,52.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,56.76
25.200000,53.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,92.40
28.700000,48.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,1.52
26.600000,53.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,88.34
25.700000,51.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",11,82.74
25.700000,55.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,73.97
25.600000,51.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,41.49
25.500000,52.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,106.46
26.500000,53.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,34.48
25.100000,53.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,2.90
27.100000,52.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,11.04
24.400000,53.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,124.56
26.900000,55.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,10.83
26.500000,51.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",13,210.24
25.600000,52.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,29.05
26.300000,52.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,50.64
25.500000,53.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,109.50
24.200000,51.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,2.00
26.800000,50.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,109.31
25.000000,53.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,89.71
25.700000,52.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",11,94.39
26.800000,50.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.00
26.600000,54.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.66
25.200000,52.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,107.76
28.300000,48.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,39.01
27.200000,52.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,27.96
27.600000,51.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",17,167.33
29.100000,50.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,8.71
28.700000,49.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,4.31
28.800000,50.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,78.45
27.800000,51.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,73.08
28.600000,49.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",13,107.90
27.600000,51.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",23,137.80
27.600000,51.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,71.15
26.200000,52.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,607.47
25.100000,51.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,449.74
24.600000,53.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,1.47
26.200000,53.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",18,111.41
24.300000,53.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",10,319.65
29.100000,49.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,565.93
28.100000,50.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",22,193.09
27.300000,50.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",209,2443.05
24.700000,52.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,8.21
26.000000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,8.81
28.900000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,56.29
26.500000,56.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,1.98
26.400000,55.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,8.29
26.000000,54.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,11.20
29.600000,48.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,104.33
27.900000,51.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",23,774.20
27.000000,52.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",10,33.53
24.600000,54.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,107.97
27.400000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",22,249.93
27.000000,51.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,26.51
26.500000,52.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,38.65
25.600000,52.500000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,46.04
24.400000,53.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,40.06
25.300000,54.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.65
28.600000,50.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,126.01
25.300000,50.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,150.80
29.100000,50.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,3.17
28.800000,50.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",8,42.47
28.400000,50.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,75.27
27.900000,51.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,37.92
28.900000,49.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",9,84.88
27.700000,51.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,83.77
26.500000,52.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",12,156.07
26.900000,53.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,2.88
26.200000,52.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",19,121.40
25.300000,51.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,498.58
24.800000,52.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,65.41
26.400000,54.000000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",20,174.67
26.000000,54.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,30.27
29.700000,49.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,1.01
29.000000,48.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,2.16
28.400000,48.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",103,788.39
28.200000,49.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",152,4316.97
27.500000,49.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",160,2002.14
27.100000,51.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",7,62.06
27.500000,52.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,2.80
27.700000,51.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,31.75
27.500000,52.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,6.04
29.400000,50.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,16.29
29.700000,50.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,37.70
29.000000,48.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,20.55
26.600000,53.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",18,172.95
28.000000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,74.55
26.300000,51.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",12,651.28
24.500000,52.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,5.16
29.000000,49.900000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,3.88
25.700000,55.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",4,4.65
27.500000,51.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",20,461.60
26.000000,50.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",64,2433.61
27.000000,51.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,17.66
26.700000,51.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,505.09
25.800000,50.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",6,29.38
24.800000,52.200000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,89.51
26.500000,54.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,7.37
25.900000,55.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",5,111.16
25.900000,55.700000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,2.46
25.400000,54.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",2,21.94
24.200000,53.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",11,235.40
28.600000,49.800000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",14,230.58
26.100000,53.100000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",24,403.59
24.600000,53.300000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,0.07
29.900000,48.400000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",1,19.41
25.200000,52.600000,"2023-05-01T00:00:00.000Z,2024-05-01T00:00:00.000Z",3,57.07
